i_rep;i_fol;alg;i_run;acc_train;acc_test;a0;a1;a2
2;3;ScrHammersleySearch;10;44.37168391700766;43.16921093940149;0.375;-3.99169921875;10.387136107300712
3;1;OnePlusOne;1;7.663951220845583;8.892165068979503;0.05161942239754249;2.9322268407981458;0.5276173972547485
3;1;OnePlusOne;2;7.665236605846248;8.9019424959987;0.05204228978224576;2.9265331175535376;0.5326352274163821
3;1;OnePlusOne;3;7.6671985671820915;8.917318643587075;0.05279095025933026;2.919726613121195;0.5367962671886147
3;1;OnePlusOne;4;7.675743511251955;8.981653245628069;0.0639838976350661;3.094418627530771;0.22974131704917472
3;1;OnePlusOne;5;7.662526991912356;8.899771636645047;0.052071536462138586;2.935807962355483;0.5185578008583234
3;1;OnePlusOne;6;7.662911111645711;8.895868817099304;0.05186778994018177;2.9350840127921343;0.5213063182615332
3;1;OnePlusOne;7;7.66729956143183;8.905008210690813;0.050435655732563506;2.9235343048094107;0.5417181893083902
3;1;OnePlusOne;8;7.667639720495126;8.928440773670939;0.0636880685014504;3.071009121948919;0.27478459085803364
3;1;OnePlusOne;9;7.6592542351624315;8.905096420678467;0.05874047687873717;3.019610269575358;0.3688935714353607
3;1;OnePlusOne;10;7.668495161109108;8.93045328758329;0.0641101232675428;3.074201598105783;0.26867636608397605
3;1;DE;1;7.6579457412225365;8.889182477289692;0.05592231834353435;2.961747093410323;0.4690600467094615
3;1;DE;2;7.6578047021556195;8.89891073118283;0.056089772608257975;2.9813882360360533;0.4363109707502788
3;1;DE;3;7.667303905341447;8.829170624276566;0.05324240847596257;2.985637484253486;0.4632025918898203
3;1;DE;4;7.66437395050301;8.958830354724517;0.06580125342799849;2.9606979149907633;0.4212071922427604
3;1;DE;5;7.662759258488706;8.888367037466029;0.05553729159651672;2.9397011893970437;0.5044094376746243
3;1;DE;6;7.657586607237212;8.894094607846858;0.05770447595022123;2.9682330233354848;0.4523638451029239
3;1;DE;7;7.6581445503681636;8.90057961393004;0.057906485576114275;2.9583241343331497;0.46478260617355066
3;1;DE;8;10.154072402692748;11.357666727623057;-0.10328769693991374;2.3318266518581447;1.955449265108856
3;1;DE;9;7.657728854932551;8.895465942727732;0.056763501310791935;2.973403511431493;0.4471598006522814
3;1;DE;10;8.111007960301237;9.418872436411068;0.05260787610584801;3.5071475260525378;-0.3106666805770355
3;1;RealSpacePSO;1;7.6574416053157925;8.898402390336807;0.058422228872451555;2.967427548449284;0.4501147812222416
3;1;RealSpacePSO;2;7.657441837827738;8.898402519401136;0.05842260402654574;2.96743261507527;0.45010596456599594
3;1;RealSpacePSO;3;7.65744550856189;8.898442867937904;0.058395056799913685;2.967641110712089;0.4498677917029079
3;1;RealSpacePSO;4;7.657441612895427;8.898401613357217;0.05842221855766795;2.9674269312337302;0.4501159588023844
3;1;RealSpacePSO;5;7.657441600699938;8.898402351848897;0.058422267578887195;2.9674272445976775;0.45011512711093477
3;1;RealSpacePSO;6;7.657441600194177;8.8984023323303;0.05842226451303181;2.9674272615317507;0.45011511677475396
3;1;RealSpacePSO;7;7.6574416091642314;8.898401872108726;0.05842223169666776;2.967426975837786;0.45011577789928847
3;1;RealSpacePSO;8;7.657441691309258;8.898403265410987;0.05842162993433507;2.967432252710937;0.4501093465574068
3;1;RealSpacePSO;9;7.657441683053605;8.898396602758323;0.058422084585729644;2.9674241012148026;0.4501220369458105
3;1;RealSpacePSO;10;7.657441603101295;8.898402248825327;0.05842225100973992;2.9674272251911105;0.4501152370875846
3;1;CMA;1;7.657459289159737;8.898583849302446;0.05832132692177729;2.968034944095386;0.4494675557133947
3;1;CMA;2;7.657441850658862;8.898397679973545;0.058421028530147606;2.9674242210517305;0.4501248582583731
3;1;CMA;3;7.65744261856801;8.898343430981194;0.058418839656476644;2.9673885728829146;0.4502004942233308
3;1;CMA;4;7.657442963056236;8.898363288784783;0.05841607825451864;2.967402243325712;0.4501830222889381
3;1;CMA;5;7.657441878415239;8.898398762409531;0.05842081832530271;2.9674254394236854;0.4501233822050122
3;1;CMA;6;7.6576267255232064;8.893815244125063;0.057509517436168854;2.9668764544226027;0.45508910328073016
3;1;CMA;7;7.6574466506605114;8.898437410171972;0.05842708532156388;2.96755205439211;0.4499028093934427
3;1;CMA;8;7.657459317744812;8.898197080053812;0.05833591178140478;2.9669659323251736;0.45113567361995605
3;1;CMA;9;7.657441611038743;8.898402109103195;0.05842223496032473;2.967426942422191;0.4501157511499591
3;1;CMA;10;14.542483257591316;17.176849229140423;0.38239213885753626;1.714222091274608;0.6274735527595589
3;1;CauchyOnePlusOne;1;7.659447251630016;8.910700284943978;0.052715601406875645;2.9460821065733067;0.4978965449490516
3;1;CauchyOnePlusOne;2;7.658948309452556;8.91382182438273;0.05294634873449479;2.9477164656239774;0.4938465671896247
3;1;CauchyOnePlusOne;3;7.65885326791914;8.910857061404883;0.05275688662174055;2.948942518323667;0.4933091382314134
3;1;CauchyOnePlusOne;4;7.65997584434092;8.907454237938369;0.05253572661668444;2.944311943797537;0.502018793396315
3;1;CauchyOnePlusOne;5;7.658883332742035;8.911810226994195;0.052821643511471256;2.9485492915233626;0.49346777398470393
3;1;CauchyOnePlusOne;6;7.668230324247828;8.929815751304297;0.06397805542367749;3.073221351301827;0.2705641784117947
3;1;CauchyOnePlusOne;7;7.667641799355346;8.928399007546801;0.06368457205726237;3.0710430304964804;0.27475930646871766
3;1;CauchyOnePlusOne;8;7.668297145078785;8.92997660770368;0.06401137738282095;3.073468676789939;0.2700878656061118
3;1;CauchyOnePlusOne;9;7.66822943791335;8.929813617649224;0.06397761342971899;3.073218070691472;0.2705704963889026
3;1;CauchyOnePlusOne;10;7.660715455790264;8.902674509807325;0.052272552777275896;2.9418946789855545;0.5077911778183505
3;1;DiagonalCMA;1;7.657477279280804;8.895701284129377;0.058323143010807134;2.965904379985981;0.4534717829937152
3;1;DiagonalCMA;2;7.657443047737031;8.898292694816398;0.05841824542044018;2.9673654269345424;0.4502513823943215
3;1;DiagonalCMA;3;7.659792082513661;8.90712927773956;0.05989791348435156;3.0312264918178795;0.3475518391596271
3;1;DiagonalCMA;4;7.658611181408663;8.90705714892064;0.05345624356915924;2.950745930243851;0.48915396214984785
3;1;DiagonalCMA;5;7.659810025608661;8.907227775752078;0.05993656453698434;3.031613827543936;0.3468399901380833
3;1;DiagonalCMA;6;7.660076710525461;8.907028314714015;0.0599145444207193;3.0348803814287586;0.34222961914143457
3;1;DiagonalCMA;7;7.660589434527383;8.910504959285182;0.059854162396801525;3.0403020815939255;0.33372464922128164
3;1;DiagonalCMA;8;7.659812429144755;8.9072404251134;0.05994304846068902;3.031660181355218;0.34674849606711444
3;1;DiagonalCMA;9;7.6576597415809715;8.900658824925433;0.056900832090838405;2.9793819087493216;0.43629321778293073
3;1;DiagonalCMA;10;7.658472019980371;8.901583017716359;0.05282187371803976;2.952939651007109;0.4892085141151088
3;1;QrDE;1;7.68151853157075;8.92147043330124;0.04807531759395464;3.066917521204732;0.3361885513511384
3;1;QrDE;2;7.713174254149665;9.10807646372283;0.055193884085072045;2.8288737907593644;0.6357785597219345
3;1;QrDE;3;7.657463619257196;8.89859078532054;0.05830035648966979;2.968508892545987;0.4488196868691719
3;1;QrDE;4;7.668760902903609;9.008077384389892;0.06650513359189343;3.0223064243069087;0.3156223808959002
3;1;QrDE;5;7.658618612097845;8.903769871715584;0.05747007620473517;3.0054705234773693;0.3944698787779857
3;1;QrDE;6;7.657520301745708;8.893449501021093;0.05824191434177442;2.964970492003896;0.4557617641474005
3;1;QrDE;7;7.699869677306055;8.953136262596832;0.0622939118518307;3.1552987558518253;0.16018755082026137
3;1;QrDE;8;7.657696637086718;8.899776783125713;0.05676020324503933;2.9769817439096964;0.440584844362488
3;1;QrDE;9;10.476444619619214;11.25511934326235;-0.11094761392061306;2.0692971227417987;2.5608988659526455
3;1;QrDE;10;7.670074389380645;8.830840597662215;0.05037118616071508;2.969832754812058;0.49583703517962263
3;1;NelderMead;1;7.657441599545882;8.898402331025697;0.05842226858198732;2.967427242392361;0.45011513314387286
3;1;NelderMead;2;7.657441599545882;8.898402331025697;0.05842226858198732;2.967427242392361;0.45011513314387286
3;1;NelderMead;3;7.657441599545882;8.898402331025697;0.05842226858198732;2.967427242392361;0.45011513314387286
3;1;NelderMead;4;7.657441599545882;8.898402331025697;0.05842226858198732;2.967427242392361;0.45011513314387286
3;1;NelderMead;5;7.657441599545882;8.898402331025697;0.05842226858198732;2.967427242392361;0.45011513314387286
3;1;NelderMead;6;7.657441599545882;8.898402331025697;0.05842226858198732;2.967427242392361;0.45011513314387286
3;1;NelderMead;7;7.657441599545882;8.898402331025697;0.05842226858198732;2.967427242392361;0.45011513314387286
3;1;NelderMead;8;7.657441599545882;8.898402331025697;0.05842226858198732;2.967427242392361;0.45011513314387286
3;1;NelderMead;9;7.657441599545882;8.898402331025697;0.05842226858198732;2.967427242392361;0.45011513314387286
3;1;NelderMead;10;7.657441599545882;8.898402331025697;0.05842226858198732;2.967427242392361;0.45011513314387286
3;1;RandomSearch;1;54.253072057714526;52.71697527682105;1.0168258570656832;6.601299226087498;-11.001142027852786
3;1;RandomSearch;2;65.11604805087455;60.24265862675519;-1.305556325356271;-4.595687978667193;18.475509102121848
3;1;RandomSearch;3;10.864723528842186;11.04871527953089;0.13506272173178502;2.742350784750357;0.8557402970454362
3;1;RandomSearch;4;41.5805761493307;43.29366209589418;-0.1491138255849478;0.6885219076839775;2.706412620037703
3;1;RandomSearch;5;47.17156941148264;42.27722471539608;0.15946703508173954;-3.1138161562837183;10.917048256992615
3;1;RandomSearch;6;47.150206622181734;48.83037913289986;0.9800687933733556;7.621456219992886;-8.837310744601098
3;1;RandomSearch;7;41.53718008669702;37.7541946901043;-0.31190537492476267;5.992842127994045;-4.296576034170144
3;1;RandomSearch;8;42.43665674039497;42.613129096633486;-1.2003017611907438;0.17166997755448676;9.253305526539677
3;1;RandomSearch;9;36.44214095256528;36.6442744531707;0.3388797340000309;8.98716647078249;-9.14050199316683
3;1;RandomSearch;10;41.33545465161752;38.533355893689034;-0.18430938931535223;3.262895899053433;3.274734693547231
3;1;ScrHammersleySearch;1;33.519053768255645;33.30439901310316;0.32499999999999574;8.50830078125;-8.695320835238533
3;1;ScrHammersleySearch;2;44.40077376532955;43.101303826061425;0.375;-3.99169921875;10.387136107300712
3;1;ScrHammersleySearch;3;44.40077376532955;43.101303826061425;0.375;-3.99169921875;10.387136107300712
3;1;ScrHammersleySearch;4;44.40077376532955;43.101303826061425;0.375;-3.99169921875;10.387136107300712
3;1;ScrHammersleySearch;5;33.519053768255645;33.30439901310316;0.32499999999999574;8.50830078125;-8.695320835238533
3;1;ScrHammersleySearch;6;33.519053768255645;33.30439901310316;0.32499999999999574;8.50830078125;-8.695320835238533
3;1;ScrHammersleySearch;7;44.40077376532955;43.101303826061425;0.375;-3.99169921875;10.387136107300712
3;1;ScrHammersleySearch;8;33.519053768255645;33.30439901310316;0.32499999999999574;8.50830078125;-8.695320835238533
3;1;ScrHammersleySearch;9;44.40077376532955;43.101303826061425;0.375;-3.99169921875;10.387136107300712
3;1;ScrHammersleySearch;10;44.40077376532955;43.101303826061425;0.375;-3.99169921875;10.387136107300712
3;2;OnePlusOne;1;8.164099971461482;7.828057579478511;0.0468350008462059;3.157026846580823;0.2678275445765239
3;2;OnePlusOne;2;8.152003744055733;7.82232278565414;0.04375010054855207;3.0545102180435655;0.42189817112855743
3;2;OnePlusOne;3;8.151143177379211;7.818401119005738;0.0424923605689874;3.0606197188476223;0.420299110731557
3;2;OnePlusOne;4;8.164103436700131;7.827983170481147;0.04681224973872213;3.1571032535755807;0.26784660313856545
3;2;OnePlusOne;5;8.17105939012996;7.850559190269317;0.046031435534000485;2.9648955203885174;0.5167448473433571
3;2;OnePlusOne;6;8.151043434411838;7.817056655593649;0.04166310803693464;3.062746783672797;0.42108875707818433
3;2;OnePlusOne;7;8.155735888038135;7.840347378933682;0.050179251186205726;3.0280269816020673;0.4254681206603339
3;2;OnePlusOne;8;8.163387156893949;7.828938612492991;0.04715784887346934;3.1528055567276048;0.27176366582886063
3;2;OnePlusOne;9;8.155168993107146;7.81473280038118;0.04513986002151844;3.1184803468744375;0.3377101941973296
3;2;OnePlusOne;10;8.16357649631983;7.830157345285839;0.0475108994013097;3.152769074499603;0.2699269161517013
3;2;DE;1;8.151139857961862;7.817209216381513;0.041442883039521275;3.067198821973417;0.41487820737324227
3;2;DE;2;8.15035589909176;7.813783657947257;0.04006447479207303;3.0809205167381117;0.4043597194091326
3;2;DE;3;8.192206709830812;7.855361802531532;0.047091794225966155;2.981062873152958;0.5290600130929914
3;2;DE;4;8.176777002508558;7.815418872821625;0.04412550870730606;3.0893516690890666;0.4011753005414463
3;2;DE;5;8.191974283702704;7.863665535885646;0.04743156326806875;2.9149736989969814;0.5860779424211672
3;2;DE;6;8.150429269073902;7.812562636804082;0.03915065272472858;3.084459810013693;0.4034670822620192
3;2;DE;7;8.150351675331331;7.814649838524505;0.04084482772690076;3.0822381834109702;0.3991493612653853
3;2;DE;8;8.161886048922376;7.827838121989336;0.0483402555517782;3.1376407170921574;0.29118451260941847
3;2;DE;9;8.282404647912045;7.889045404348222;0.03218977447664925;2.8841690115921383;0.7309643662153289
3;2;DE;10;9.28836940098736;8.590025635055142;-0.07687114294555364;2.8923690149855386;1.207749559365494
3;2;RealSpacePSO;1;8.150150386000792;7.814290355943227;0.04084717522138026;3.0804742207273894;0.4024497845347898
3;2;RealSpacePSO;2;8.150157274543588;7.814087593095956;0.04066358798004947;3.0812056730267363;0.40215411447396165
3;2;RealSpacePSO;3;8.150152660894264;7.814223151642106;0.040786308753505036;3.080716508706392;0.40235203555127574
3;2;RealSpacePSO;4;8.150178952855741;7.813450905564212;0.040087223095625825;3.083503142799926;0.4012245064813771
3;2;RealSpacePSO;5;8.150150129768981;7.814297426450201;0.04085353355454306;3.0804484129195653;0.4024606196490642
3;2;RealSpacePSO;6;8.150153794331564;7.814190324935577;0.04075663762365075;3.080835262744943;0.4023035801648687
3;2;RealSpacePSO;7;8.15015301767831;7.814213040471743;0.04077719967185083;3.0807532355745435;0.4023368347393452
3;2;RealSpacePSO;8;8.150150105079318;7.814298135172859;0.04085417299953822;3.080445849108857;0.40246166794024385
3;2;RealSpacePSO;9;8.150164725739073;7.813869775687407;0.04046653750230039;3.0819923952652752;0.40183476111273314
3;2;RealSpacePSO;10;8.15018441206514;7.813290337089822;0.03994187803257137;3.0840826455601866;0.40098990527585854
3;2;CMA;1;9.258721328138773;8.818563839731288;0.052586126896225376;2.277951745518944;1.5366946956499843
3;2;CMA;2;8.150150101699943;7.814298218274194;0.04085424614505685;3.080445542813735;0.40246180271988585
3;2;CMA;3;8.150150101699937;7.814298218278472;0.04085424614984803;3.0804455427888664;0.40246180273810167
3;2;CMA;4;8.150186065271752;7.814250829566467;0.04083747979046823;3.080301264848408;0.4028014994944046
3;2;CMA;5;8.427801155412276;7.9890123806234685;0.021888815070395758;2.8261336585353782;0.9017015265529728
3;2;CMA;6;8.150150101699143;7.814298218292098;0.04085424616200217;3.080445542743628;0.40246180275260374
3;2;CMA;7;8.156243746264494;7.839904212611246;0.049530547848502686;3.0257050454209833;0.43068656354243906
3;2;CMA;8;8.150156394221401;7.814172072560538;0.04074091768915904;3.080933046741292;0.4022287903629067
3;2;CMA;9;8.150159803820621;7.814061394859487;0.04064422386440524;3.0812766852952556;0.40214167522268895
3;2;CMA;10;8.15022021934489;7.814394650508771;0.04093416941641777;3.0796499413709117;0.4032700697276334
3;2;CauchyOnePlusOne;1;8.151857330208513;7.816296546452839;0.04014507158312617;3.0613293610621675;0.42768597738452624
3;2;CauchyOnePlusOne;2;8.156874688081716;7.844090472307867;0.05045745247959397;3.0199241005829096;0.4323705056430671
3;2;CauchyOnePlusOne;3;8.151689094986954;7.816081160802445;0.040194661388208285;3.062345275938732;0.4265299822556119
3;2;CauchyOnePlusOne;4;8.153129267191012;7.827333668684347;0.045281800500532376;3.046518208760753;0.4243807041548219
3;2;CauchyOnePlusOne;5;8.15982211220427;7.856280852281401;0.05421910010926426;3.0001856272978884;0.43924867157040337
3;2;CauchyOnePlusOne;6;8.163956700535506;7.827778004760807;0.04676195755935488;3.1565423211470116;0.2688673917313917
3;2;CauchyOnePlusOne;7;8.162925212160943;7.8284498647476175;0.047046987063995446;3.1509144366568496;0.27489165728271503
3;2;CauchyOnePlusOne;8;8.16242401333352;7.829262355806264;0.047332289974570896;3.1477925167278995;0.277554125741874
3;2;CauchyOnePlusOne;9;8.157366742735844;7.818909701693348;0.045770533545482266;3.12747476669282;0.3192085752079362
3;2;CauchyOnePlusOne;10;8.157681550592946;7.847679088826398;0.05155206905290715;3.014194762108273;0.43416200473548183
3;2;DiagonalCMA;1;8.15043694058675;7.815419687266655;0.04135076663705597;3.0742822420280205;0.40820096986358834
3;2;DiagonalCMA;2;8.150818214024055;7.812431672626219;0.04051389300170745;3.0951622728558945;0.38545469073466393
3;2;DiagonalCMA;3;8.151124121878064;7.812567949333035;0.04091551885990139;3.0968874659809247;0.38187537760839374
3;2;DiagonalCMA;4;14.417785678778975;13.607364609734926;0.2691523411274222;1.465879161715749;1.5898188762390715
3;2;DiagonalCMA;5;8.15087235537542;7.817007704800222;0.04191604432340346;3.0641913444955824;0.41858643533331275
3;2;DiagonalCMA;6;8.150473959722257;7.8122415833019;0.04003726060605123;3.092833274032198;0.3901710345595247
3;2;DiagonalCMA;7;9.087364999924052;8.568511276520345;0.037791859356981594;2.3702387787338157;1.4070890649562495
3;2;DiagonalCMA;8;8.150470209004009;7.815511907437106;0.04143018190065189;3.0736359735894823;0.4088009348076531
3;2;DiagonalCMA;9;8.150796258190915;7.81670654775089;0.041793147074773454;3.065857545342891;0.4170086248614255
3;2;DiagonalCMA;10;8.150232550611811;7.813122829482368;0.039937996096348946;3.0854924512055786;0.3992815502620997
3;2;QrDE;1;8.151102256762432;7.818768886668096;0.04240408229695441;3.064078611189512;0.4153580115077265
3;2;QrDE;2;8.170727685957017;7.858772244602543;0.05148176576495781;2.9572284818994103;0.5032758679901063
3;2;QrDE;3;8.1512475474856;7.821097660742647;0.044854321638960144;3.067040022718398;0.40305966269473253
3;2;QrDE;4;8.150356752897283;7.81467062078463;0.040771996175318403;3.0794760454603782;0.40327920007665025
3;2;QrDE;5;8.150871281187298;7.819889584736848;0.043500913014197964;3.0706657245162114;0.40248264856998694
3;2;QrDE;6;8.155495946636984;7.836944439609591;0.047431481770327806;3.0509972885320376;0.4035872874200183
3;2;QrDE;7;8.161981482615008;7.813067835581322;0.03773589160782888;3.1382384005658643;0.3337523803784332
3;2;QrDE;8;8.344782439872377;7.873841818051157;0.004376701069118204;3.333717331539203;0.227982434268597
3;2;QrDE;9;8.150226698010417;7.8125254731504095;0.03928846418953235;3.08713488491438;0.3993705791884596
3;2;QrDE;10;8.265736696613853;7.9580957698029255;0.07230024110767473;2.9059786038746123;0.45831062587818366
3;2;NelderMead;1;8.150150101698998;7.814298218294521;0.04085424616399544;3.0804455427375075;0.40246180275271154
3;2;NelderMead;2;8.150150101698998;7.814298218294521;0.04085424616399544;3.0804455427375075;0.40246180275271154
3;2;NelderMead;3;8.150150101698998;7.814298218294521;0.04085424616399544;3.0804455427375075;0.40246180275271154
3;2;NelderMead;4;8.150150101698998;7.814298218294521;0.04085424616399544;3.0804455427375075;0.40246180275271154
3;2;NelderMead;5;8.150150101698998;7.814298218294521;0.04085424616399544;3.0804455427375075;0.40246180275271154
3;2;NelderMead;6;8.150150101698998;7.814298218294521;0.04085424616399544;3.0804455427375075;0.40246180275271154
3;2;NelderMead;7;8.150150101698998;7.814298218294521;0.04085424616399544;3.0804455427375075;0.40246180275271154
3;2;NelderMead;8;8.150150101698998;7.814298218294521;0.04085424616399544;3.0804455427375075;0.40246180275271154
3;2;NelderMead;9;8.150150101698998;7.814298218294521;0.04085424616399544;3.0804455427375075;0.40246180275271154
3;2;NelderMead;10;8.150150101698998;7.814298218294521;0.04085424616399544;3.0804455427375075;0.40246180275271154
3;2;RandomSearch;1;53.84502657968522;53.52079489854387;1.0168258570656832;6.601299226087498;-11.001142027852786
3;2;RandomSearch;2;64.67146749758746;61.134583626997966;-1.305556325356271;-4.595687978667193;18.475509102121848
3;2;RandomSearch;3;10.977764785039415;10.827250286425242;0.13506272173178502;2.742350784750357;0.8557402970454362
3;2;RandomSearch;4;42.641736036784586;41.214759832460594;-0.1491138255849478;0.6885219076839775;2.706412620037703
3;2;RandomSearch;5;44.18661874056266;48.12537747171017;0.15946703508173954;-3.1138161562837183;10.917048256992615
3;2;RandomSearch;6;49.33447915033015;44.56051196230191;0.9800687933733556;7.621456219992886;-8.837310744601098
3;2;RandomSearch;7;39.6050380047127;41.54277216167095;-0.31190537492476267;5.992842127994045;-4.296576034170144
3;2;RandomSearch;8;43.81390374304673;39.92530627988502;-1.2003017611907438;0.17166997755448676;9.253305526539677
3;2;RandomSearch;9;37.38204212321403;34.809559861736176;0.3388797340000309;8.98716647078249;-9.14050199316683
3;2;RandomSearch;10;39.98627029131706;41.17966910368205;-0.18430938931535223;3.262895899053433;3.274734693547231
3;2;ScrHammersleySearch;1;34.158693439033286;32.0575796100071;0.32499999999999574;8.50830078125;-8.695320835238533
3;2;ScrHammersleySearch;2;43.6143692352698;44.642087974698406;0.375;-3.99169921875;10.387136107300712
3;2;ScrHammersleySearch;3;43.6143692352698;44.642087974698406;0.375;-3.99169921875;10.387136107300712
3;2;ScrHammersleySearch;4;43.6143692352698;44.642087974698406;0.375;-3.99169921875;10.387136107300712
3;2;ScrHammersleySearch;5;34.158693439033286;32.0575796100071;0.32499999999999574;8.50830078125;-8.695320835238533
3;2;ScrHammersleySearch;6;34.158693439033286;32.0575796100071;0.32499999999999574;8.50830078125;-8.695320835238533
3;2;ScrHammersleySearch;7;43.6143692352698;44.642087974698406;0.375;-3.99169921875;10.387136107300712
3;2;ScrHammersleySearch;8;34.158693439033286;32.0575796100071;0.32499999999999574;8.50830078125;-8.695320835238533
3;2;ScrHammersleySearch;9;43.6143692352698;44.642087974698406;0.375;-3.99169921875;10.387136107300712
3;2;ScrHammersleySearch;10;43.6143692352698;44.642087974698406;0.375;-3.99169921875;10.387136107300712
3;3;OnePlusOne;1;8.23813968600542;7.954310921780731;0.014202883251014596;3.103636682582901;0.5429087420975391
3;3;OnePlusOne;2;8.254410019910363;7.851067305062373;0.019576830148249433;3.036627420405322;0.5958849981188633
3;3;OnePlusOne;3;8.252280046158196;7.854358688975078;0.019407988145705497;3.042463860756071;0.5892315097672982
3;3;OnePlusOne;4;8.214030962499958;8.009944420187479;0.01106187638519981;3.3189552118881336;0.24754907336574775
3;3;OnePlusOne;5;8.252680898896921;7.850729069759257;0.019609224054209642;3.0407338413279343;0.5901668447241376
3;3;OnePlusOne;6;8.250210192898189;7.873030471664615;0.01837818707182166;3.0513861242926317;0.584380223942842
3;3;OnePlusOne;7;8.249479636503125;7.875787783000715;0.018325994551641005;3.054161983978558;0.5815200847801087
3;3;OnePlusOne;8;8.21216404676945;8.014556543431373;0.01113814891613119;3.310250017816557;0.2629855772548688
3;3;OnePlusOne;9;8.210297413238212;7.99647393025463;0.011651183892703027;3.237861893316314;0.36718018546584874
3;3;OnePlusOne;10;8.220994133821664;8.039188376567791;0.01579286717133105;3.3476878000136114;0.19643805102288384
3;3;DE;1;8.210078331972587;8.052402066952292;0.010893320813916724;3.2625740962639327;0.3455400673370873
3;3;DE;2;8.208929771579118;7.969693992474005;0.016894941473859663;3.2475241555456473;0.3325076018229986
3;3;DE;3;8.253780208209843;7.828697832127516;0.04061468947019581;3.1645821921278934;0.3446064559006925
3;3;DE;4;8.509987681428719;8.562958814756769;-0.044432649785421496;3.2613145987457166;0.5610821438255978
3;3;DE;5;10.404201197124168;10.509656980351014;0.04693335375189389;4.216461560716899;-1.1737130595558531
3;3;DE;6;8.208433882456395;7.984746993689205;0.0154105551041824;3.2456420526740715;0.3428102738458631
3;3;DE;7;8.2156229004925;7.935519723841406;0.010511604131993518;3.228004364233789;0.3698528556260431
3;3;DE;8;21.183403943703656;22.58138012658707;-0.17975564958270177;-0.517211959733314;6.805900380069942
3;3;DE;9;8.217873553457236;7.756112112480092;0.028172959449846668;3.175046564436895;0.3577948618854196
3;3;DE;10;8.223018377141276;7.952743163968809;0.025427201953146194;3.289661399139433;0.2341529841965353
3;3;RealSpacePSO;1;8.208343887111825;7.979850220162923;0.016040077474279872;3.243413532230054;0.34321371643608173
3;3;RealSpacePSO;2;8.208343624381058;7.979835013410795;0.01604339321815846;3.24341401337359;0.34320016289358946
3;3;RealSpacePSO;3;8.208343975154177;7.9798612362802155;0.01603791071316445;3.243417229862312;0.34321690680104683
3;3;RealSpacePSO;4;8.208343605902341;7.979834650604088;0.016043386860852216;3.2434132716071953;0.3432011935322248
3;3;RealSpacePSO;5;8.208351464895491;7.980490172917361;0.015877420619605953;3.243410503277544;0.34382540090109354
3;3;RealSpacePSO;6;8.208343613401917;7.9798349394969685;0.016043245895891216;3.2434130089888242;0.34320204848730973
3;3;RealSpacePSO;7;8.208343604341325;7.979834712984997;0.01604336458911723;3.2434131586286625;0.3432014373575413
3;3;RealSpacePSO;8;8.208366557254433;7.981762581154135;0.015557159583888834;3.2434097086752045;0.3450248462288354
3;3;RealSpacePSO;9;8.208344063490108;7.979839069311513;0.016039650051380434;3.2434076686772495;0.343221158262139
3;3;RealSpacePSO;10;8.208343771084897;7.979848636877226;0.016039951017794978;3.2434132926650197;0.3432140905914372
3;3;CMA;1;8.208344242513903;7.979886735780421;0.016030479791157917;3.243414226272432;0.343248256410459
3;3;CMA;2;8.208343602493938;7.979834555234184;0.016043387963643824;3.2434131034532796;0.34320141700064016
3;3;CMA;3;8.208343602019047;7.979834560732738;0.016043385202451518;3.2434131053096387;0.34320142341798054
3;3;CMA;4;8.208343601758838;7.979834555905206;0.016043386987432268;3.2434131038406635;0.34320141938951126
3;3;CMA;5;8.208343604799502;7.979834591152174;0.016043365944230448;3.2434130705025845;0.34320153668653225
3;3;CMA;6;8.20834365580098;7.979838698398993;0.016042535716852404;3.2434135652996834;0.3432040903862833
3;3;CMA;7;8.208343601825263;7.979834555633198;0.016043386965999027;3.2434131049000667;0.34320141783450164
3;3;CMA;8;55.69345383892005;53.60713034261699;0.36185774258460224;0.6538240692295584;-0.16732802113658687
3;3;CMA;9;8.208343601771094;7.979834556882885;0.016043386904158383;3.243413104219736;0.34320141928359044
3;3;CMA;10;8.208343602286144;7.979834566334931;0.016043386577783068;3.243413122940798;0.3432013947387195
3;3;CauchyOnePlusOne;1;8.239899452296548;7.9375579806855905;0.015037734244605248;3.0936288630994055;0.5507137487194239
3;3;CauchyOnePlusOne;2;8.234814537203512;7.937641780091852;0.01518939265222814;3.1122521441510655;0.524813344596469
3;3;CauchyOnePlusOne;3;8.240659814606044;7.93812723639344;0.014936955500820432;3.0910874171180027;0.5545479856786809
3;3;CauchyOnePlusOne;4;8.239963542195625;7.937606285622555;0.01502930049229379;3.0934134700570715;0.55103853004579
3;3;CauchyOnePlusOne;5;8.226492574412807;7.942555930083198;0.015367567231699361;3.1428128411175322;0.48257547276277724
3;3;CauchyOnePlusOne;6;8.220730216635431;8.036008465893884;0.015922351052937905;3.3462836775116473;0.19752033227604004
3;3;CauchyOnePlusOne;7;8.209093483007818;7.996997425784539;0.0162475504391198;3.2744887775086267;0.30016562549899173
3;3;CauchyOnePlusOne;8;8.220737420754116;8.035859525182758;0.015951007990516908;3.3462554113085963;0.19743988852145603
3;3;CauchyOnePlusOne;9;8.21030070428517;8.032766276738244;0.012116017022186829;3.3010148600228493;0.27936184044075957
3;3;CauchyOnePlusOne;10;8.239814233774585;7.937567709649948;0.015039260459470323;3.0939421641419487;0.5502820968715679
